scenario,step,G_gas,y_CO2,rl_capture,rl_energy,rl_L,rl_alpha,rl_T,rl_Tic,rl_flood,pid_capture,pid_energy,pid_L,pid_alpha,pid_T,pid_flood
2,55,1.0,0.16,62.18627166748047,3.633232593536377,2.000014423339534,0.18003201383226528,31.256014090728762,40.23690623815361,0.564005400158018,67.54967498779297,3.633317470550537,2.0210328304056335,0.18000033672997726,30.0,0.5629838160404085
2,56,1.0,0.16,62.382076263427734,3.6331658363342285,2.0000096155596894,0.18002561106581222,31.047087684622408,40.25145463024175,0.5637765330327253,67.5496826171875,3.633317470550537,2.0210305030666462,0.1800002693839818,30.0,0.5629837772737982
2,57,1.0,0.16,62.58389663696289,3.6330528259277344,2.000006410373126,0.18002048885264976,30.837272992531958,40.26464875542723,0.5635466749395063,67.5497055053711,3.633317708969116,2.0210287480568008,0.18000021550718545,30.0,0.5629837480635121
2,58,1.0,0.16,62.751678466796875,3.632535696029663,2.000004273582084,0.1800163910821198,30.627064709638805,40.27674527061528,0.5633163602623602,67.54971313476562,3.633316993713379,2.021026865973414,0.18000017240574837,30.0,0.5629837166290448
2,59,1.0,0.16,62.833065032958984,3.6322038173675537,2.000002849054723,0.18001311286569585,30.41678955084346,40.28812578401097,0.5630859422729961,67.5497055053711,3.633317470550537,2.0210255095258955,0.18000013792459868,30.0,0.5629836939991462
3,0,0.8,0.08,95.50846862792969,4.410816669464111,4.972065401573976,0.2690455946922302,39.90975849330425,38.02344141481444,0.503164095619005,97.45686340332031,4.141107559204102,4.0,0.252,35.0,0.4830108813375575
3,1,0.8,0.08,95.62638854980469,4.391839504241943,4.90449269198709,0.26756326233148575,39.80076880194247,38.05089690617751,0.5019493815081959,98.55636596679688,3.981062173843384,3.3333333333333335,0.2376,32.5,0.47074842424788127
3,2,0.8,0.08,95.77265930175781,4.365566253662109,4.811409103925581,0.2656285539650917,39.67648556921631,38.07686203593039,0.5003093829432166,98.92103576660156,3.8892719745635986,2.888888888888889,0.22608,31.25,0.4632523238081957
3,3,0.8,0.08,95.92634582519531,4.335160255432129,4.703133999841449,0.2634581492848396,39.55449616769329,38.10292328381183,0.4984356925553325,99.12857818603516,3.8522541522979736,2.5925925925925926,0.216864,30.625,0.4585664102112321
3,4,0.8,0.08,96.08313751220703,4.303896427154541,4.591194058151403,0.26111809951124193,39.43723022588529,38.13242492882455,0.4965218238759404,99.19728088378906,3.8238584995269775,2.3950617283950617,0.2094912,30.3125,0.45558980957646045
3,5,0.8,0.08,96.23538970947266,4.271697044372559,4.4791154354422344,0.25868420550868987,39.32731811248232,38.16562340870905,0.4946274447608112,99.26077270507812,3.806641101837158,2.263374485596708,0.20359296,30.15625,0.45367712690298434
3,6,0.8,0.08,96.39179229736328,4.2397966384887695,4.368587852491872,0.2561745223573532,39.221829675661866,38.20090931861034,0.4927763281458317,99.396240234375,3.7953789234161377,2.1755829903978054,0.198874368,30.078125,0.4524380156942096
3,7,0.8,0.08,96.5400390625,4.208517074584961,4.258983828772397,0.2536044100659439,39.11852721896139,38.23616131503829,0.49095552963938466,99.40896606445312,3.786933660507202,2.11705532693187,0.1950994944,30.0390625,0.4516307106993387
3,8,0.8,0.08,96.67699432373047,4.178305149078369,4.149746026032031,0.2509800224890192,39.01545364795311,38.2700750502996,0.48915389004710585,99.43600463867188,3.782229423522949,2.078036884621247,0.19207959551999998,30.01953125,0.451102752400465
3,9,0.8,0.08,96.7977294921875,4.151576519012451,4.040299539223552,0.2483134768120352,38.912071336126246,38.30252498664818,0.4873615706716932,99.48555755615234,3.7805335521698,2.052024589747498,0.189663676416,30.009765625,0.45075669076718955
3,10,0.8,0.08,96.91671752929688,4.128125190734863,3.9305431921980385,0.2456190487116101,38.80849962684806,38.33441431946298,0.4855769473223654,99.52490997314453,3.780466079711914,2.034683059831665,0.18773094113279998,30.0048828125,0.4505296095788548
3,11,0.8,0.08,97.07745361328125,4.097350597381592,3.820677784893354,0.24291244966741582,38.70517665335683,38.36715165573538,0.48380337630046955,99.55097961425781,3.780973196029663,2.023122039887777,0.18618475290623998,30.00244140625,0.4503805895123906
3,12,0.8,0.08,97.27644348144531,4.065086841583252,3.7111348594648574,0.24020664380356613,38.602397892632325,38.402070589024056,0.48204753333551775,99.58015441894531,3.7812743186950684,2.015414693258518,0.18494780232499197,30.001220703125,0.4502828770493517
3,13,0.8,0.08,97.48208618164062,4.034638404846191,3.602402367388072,0.23751020432603312,38.500155687336246,38.440007557139346,0.48031651286234217,99.6028060913086,3.7810113430023193,2.0102764621723455,0.18395824185999357,30.0006103515625,0.45021891610478754
3,14,0.8,0.08,97.65261840820312,4.010385990142822,3.4949074044458484,0.23482711530599554,38.39815231599118,38.48114389435615,0.4786160575894887,99.6189193725586,3.7809956073760986,2.0068509747815635,0.18316659348799486,30.00030517578125,0.45017715804808245
3,15,1.25,0.16,67.04691314697266,3.6769754886627197,3.3888999913886133,0.2321583393166348,38.295981463045905,38.52511555799221,0.7452328461300453,48.98501205444336,3.659348726272583,2.0045673165210425,0.18253327479039588,30.000152587890625,0.7033593672035574
3,16,1.25,0.16,66.17719268798828,3.676361560821533,3.308893319906787,0.22948005401689883,38.161612869240855,38.56966322966572,0.7432033017553973,72.19586944580078,3.6774628162384033,2.842670605016307,0.18202661983231672,30.000076293945312,0.7214757840039036
3,17,1.25,0.16,65.77413177490234,3.676787853240967,3.247213149280678,0.22659223766008277,38.0007798033769,38.61554697944341,0.7415723541402093,64.54552459716797,3.6779074668884277,2.5617804033442044,0.18162129586585338,30.000038146972656,0.7153064750963306
3,18,1.25,0.16,65.35179138183594,3.6773853302001953,3.182199299227086,0.223579967505767,37.829963103635365,38.654708494990075,0.7398578839109353,63.36079406738281,3.677046298980713,2.5126419119625427,0.1812970366926827,30.000019073486328,0.7142404879328381
3,19,1.25,0.16,64.78417205810547,3.67763090133667,3.109205420988061,0.2204114456471078,37.646011903300014,38.685600004111606,0.7379501785854407,62.28976821899414,3.6762218475341797,2.4683716363767214,0.18103762935414616,30.000009536743164,0.7132825138209455
3,20,1.25,0.16,63.793392181396484,3.6764206886291504,3.0280053403988534,0.21712874066800056,37.45544021826939,38.71143780761575,0.7358556343229997,62.29749298095703,3.6764309406280518,2.4666607774005618,0.18083010348331693,30.000004768371582,0.7132474464472585
3,21,1.25,0.16,62.506988525390625,3.6721158027648926,2.9443829750527972,0.2137544109580531,37.26200481349953,38.736565770380125,0.7337135702540274,62.12084197998047,3.6764121055603027,2.4581225403617677,0.18066408278665355,30.00000238418579,0.7130641177211581
3,22,1.25,0.16,61.272464752197266,3.6695780754089355,2.8619231905712046,0.21032813303928485,37.069267120372395,38.76378405765904,0.7316103433685275,62.16060256958008,3.6765801906585693,2.45837024744821,0.18053126622932283,30.000001192092896,0.7130707626475559
3,23,1.25,0.16,60.163604736328125,3.668011426925659,2.7822418118465846,0.20687122220405665,36.87727040712343,38.79386131701497,0.7295815390215867,62.12836456298828,3.676647901535034,2.4560323591793405,0.18042501298345826,30.000000596046448,0.7130211671467318
3,24,1.25,0.16,59.13848114013672,3.664257049560547,2.7048755262427133,0.20339383109099646,36.684397822751635,38.82612085286623,0.7276133638217557,62.14529800415039,3.676743268966675,2.4558134378171514,0.1803400103867666,30.000000298023224,0.7130172477629899
3,25,1.25,0.16,58.0631103515625,3.660459041595459,2.6292027279987997,0.19989251344352546,36.48824847328615,38.85926984767501,0.7256878262733797,62.139427185058594,3.6768012046813965,2.4548881221596766,0.18027200830941328,30.000000149011612,0.7129978710369342
3,26,1.25,0.16,57.08222961425781,3.6571202278137207,2.5548274807800895,0.19636047690272,36.28714780335849,38.891963495093464,0.7237933084946209,62.14590835571289,3.676858425140381,2.454579828632167,0.18021760664753061,30.000000074505806,0.712991721876891
3,27,1.25,0.16,56.12812805175781,3.655048131942749,2.4814490484807257,0.193088381522176,36.080636251781016,38.923084722712915,0.7219192642003358,62.145565032958984,3.6768980026245117,2.4541191217980725,0.18017408531802448,30.000000037252903,0.7129821682649513
3,28,1.25,0.16,54.99536895751953,3.653796434402466,2.4087396620951336,0.1904707052177408,35.869164108330324,38.95186900443325,0.7200550240664746,62.148284912109375,3.6769332885742188,2.4538666358048347,0.1801392682544196,30.00000001862645,0.7129770384801376
3,29,1.25,0.16,53.817134857177734,3.652677297592163,2.3368435355022377,0.18837656417419263,35.653150316809274,38.978048567331314,0.7182054940159645,62.14893341064453,3.676959753036499,2.453605360352637,0.18011141460353566,30.000000009313226,0.7129716512726721
3,30,1.25,0.16,52.45216751098633,3.6508352756500244,2.2659962613214932,0.1867012513393541,35.43300208752834,39.00181308468821,0.716377193871314,62.1502571105957,3.6769816875457764,2.4534276926276695,0.18008913168282853,30.000000004656613,0.7129680202798302
3,31,1.25,0.16,51.02886199951172,3.649420738220215,2.196565643454915,0.1853610010714833,35.20883544406783,39.02347251355661,0.7145787697484232,62.15090560913086,3.6769988536834717,2.453269447469553,0.1800713053462628,30.000000002328306,0.7129647667493336
3,32,1.25,0.16,49.71746063232422,3.648251533508301,2.1310437623032765,0.18428880085718663,34.98046300403273,39.04327381717982,0.7128637824401945,62.15163040161133,3.6770131587982178,2.453151158745978,0.18005704427701025,30.000000001164153,0.7129623437799776
3,33,1.25,0.16,49.08454513549805,3.6436562538146973,2.0873625082021845,0.1834310406857493,34.74786281600344,39.061191251308266,0.7116156116339465,62.15210723876953,3.6770246028900146,2.453052463171147,0.1800456354216082,30.000000000582077,0.7129603174287491
3,34,1.25,0.16,48.495967864990234,3.643719434738159,2.05824167213479,0.18274483254859944,34.51170804452026,39.077014847979356,0.7106754917238153,62.15254592895508,3.6770331859588623,2.452975603499189,0.18003650833728657,30.00000000029104,0.7129587417454746
3,35,1.25,0.16,48.063785552978516,3.645900011062622,2.038827781423193,0.18219586603887955,34.272486304435255,39.09033661941842,0.7099386888522948,62.152862548828125,3.6770401000976562,2.4529129196260873,0.18002920666982924,30.00000000014552,0.7129574553108536
3,36,1.25,0.16,47.74131774902344,3.648674964904785,2.025885187615462,0.18175669283110363,34.03038047605163,39.101023370056645,0.7093356834399842,62.15313720703125,3.677046298980713,2.4528635009828212,0.18002336533586338,30.00000000007276,0.7129564419353093
3,37,1.25,0.16,47.51425552368164,3.651752471923828,2.0172567917436415,0.1814053542648829,33.78595012881312,39.10901116507448,0.708820971087209,62.15334701538086,3.6770503520965576,2.4528235107463603,0.18001869226869072,30.00000000003638,0.7129556213805197
3,38,1.25,0.16,47.349674224853516,3.654973030090332,2.011504527829094,0.18112428341190634,33.53969537973629,39.11434006566887,0.7083645145993969,62.15351867675781,3.6770541667938232,2.4527916880317533,0.18001495381495258,30.00000000001819,0.7129549686066071
3,39,1.25,0.16,47.30477523803711,3.656303882598877,2.0076696852193963,0.18089942672952508,33.292319049799076,39.11729729315329,0.7079468634765886,62.15365219116211,3.6770570278167725,2.452766149565114,0.18001196305196207,30.000000000009095,0.7129544446501629
3,40,1.25,0.16,47.3511848449707,3.6570510864257812,2.0051131234795974,0.18071954138362006,33.04445184381735,39.11839197122074,0.7075553137299923,62.15376663208008,3.6770598888397217,2.4527458178497246,0.18000957044156965,30.000000000004547,0.7129540276298377
3,41,1.25,0.16,47.465145111083984,3.657984495162964,2.003408748986398,0.18057563310689606,32.79662103665089,39.11820794650738,0.7071815686863621,62.153831481933594,3.6770615577697754,2.452729338771561,0.18000765635325572,30.000000000002274,0.7129536893878446
3,42,1.25,0.16,47.58389663696289,3.6587445735931396,2.0022724993242655,0.18046050648551684,32.549071955927786,39.1173665140016,0.7068199702380062,62.15393829345703,3.677062511444092,2.4527169539971214,0.18000612508260458,30.000000000001137,0.7129534360792464
3,43,1.25,0.16,47.6912841796875,3.659201145172119,2.0015149995495105,0.18036840518841346,32.30193560079911,39.11638022620738,0.7064667148031191,62.15395736694336,3.677063226699829,2.4527055694290705,0.18000490006608366,30.00000000000057,0.7129532014655133
3,44,1.25,0.16,47.802547454833984,3.6596603393554688,2.0010099996996735,0.18029472415073078,32.055273978380754,39.11555716397621,0.7061192416186735,62.154022216796875,3.677064895629883,2.452698056010982,0.18000392005286692,30.000000000000284,0.7129530482848373
3,45,1.25,0.16,47.99323272705078,3.660133123397827,2.0006733331331157,0.18023577932058463,31.809167051858402,39.11498493633053,0.7057759036186231,62.15406036376953,3.67706561088562,2.4526910125603814,0.18000313604229354,30.000000000000142,0.7129529033852917
3,46,1.25,0.16,48.18463134765625,3.6604981422424316,2.0004488887554106,0.1801886234564677,31.56373715036695,39.11463056011223,0.7054357028366214,62.15407180786133,3.6770660877227783,2.452685477693249,0.18000250883383484,30.00000000000007,0.7129527896280711
3,47,1.25,0.16,48.36137390136719,3.660689353942871,2.0002992591702737,0.18015089876517415,31.319028087934278,39.114457269339624,0.7050979267303377,62.154109954833984,3.6770668029785156,2.452681660625252,0.18000200706706787,30.000000000000036,0.7129527118447636
3,48,1.25,0.16,48.52996826171875,3.660848379135132,2.000199506113516,0.18012071901213933,31.07499551728637,39.11454857419067,0.7047620030191133,62.154117584228516,3.6770670413970947,2.452677920641444,0.1800016056536543,30.000000000000018,0.7129526347612714
3,49,1.25,0.16,48.69383239746094,3.660782814025879,2.000133004075677,0.18009657520971145,30.83162991214678,39.115087518576594,0.7044275803033977,62.154136657714844,3.677067518234253,2.4526754273189053,0.18000128452292344,30.000000000000007,0.7129525838889942
3,50,1.25,0.16,48.84567642211914,3.660388708114624,2.0000886693837847,0.18007726016776915,30.58892179688506,39.11628440752351,0.7040944221852645,62.15414810180664,3.677067995071411,2.4526731801836323,0.18000102761833875,30.000000000000004,0.7129525377258465
3,51,1.25,0.16,48.99331283569336,3.660006523132324,2.000059112922523,0.18006180813421532,30.346843653535807,39.118319419331655,0.7037623437400342,62.15416717529297,3.677067995071411,2.4526714277802992,0.180000822094671,30.0,0.7129525017760392
3,52,1.25,0.16,49.095741271972656,3.65974760055542,2.0000394086150153,0.18004944650737226,30.173421826767903,39.12131514222905,0.70352445339485,62.15415573120117,3.677067995071411,2.4526697000224784,0.1800006576757368,30.0,0.7129524659629002
3,53,1.25,0.16,49.147666931152344,3.6596150398254395,2.00002627241001,0.18003955720589782,30.086710913383953,39.12530457980175,0.7034054620472426,62.1541862487793,3.6770687103271484,2.452669056810233,0.18000052614058945,30.0,0.7129524533092625
3,54,1.25,0.16,49.17551803588867,3.6595327854156494,2.000017514940007,0.18003164576471825,30.043355456691977,39.130239412005906,0.7033459449421299,62.15416717529297,3.677067995071411,2.45266753445552,0.18000042091247156,30.0,0.7129524213710137
3,55,1.25,0.16,49.18996047973633,3.6594858169555664,2.0000116766266713,0.1800253166117746,30.02167772834599,39.13600956646533,0.7033161769635803,62.1541862487793,3.677067995071411,2.4526673587857766,0.18000033672997726,30.0,0.712952418381035
3,56,1.25,0.16,49.19758987426758,3.6594557762145996,2.000007784417781,0.18002025328941967,30.010838864172996,39.14247478706152,0.7033012899246769,62.1541862487793,3.677067995071411,2.452666478733161,0.1800002693839818,30.0,0.7129523999808653
3,57,1.25,0.16,49.20175552368164,3.6594338417053223,2.000005189611854,0.18001620263153573,30.005419432086498,39.14950952008375,0.7032938467961272,62.1541862487793,3.6770687103271484,2.4526660191879928,0.18000021550718545,30.0,0.7129523905533105
3,58,1.25,0.16,49.204124450683594,3.659414768218994,2.000003459741236,0.18001296210522857,30.00270971604325,39.157025591563496,0.7032901273908491,62.15419387817383,3.6770687103271484,2.4526657128245475,0.18000017240574837,30.0,0.7129523843376254
3,59,1.25,0.16,49.205570220947266,3.6593968868255615,2.0000023064941574,0.18001036968418285,30.001354858021624,39.164967717439914,0.7032882706360843,62.1541862487793,3.6770684719085693,2.452665254269099,0.18000013792459868,30.0,0.7129523747442464
